id	relatedness	relatedindividualID
RKF079	id	
RKF079	pc	RKF064
RKF079	sec	RKF058;RKF111(0.13);RKF136(1.87);RKF147(5.92)
RKF079	sib	
RKF080	deg3	RKF193(1.87)
RKF080	id	
RKF080	pc	
RKF080	sec	RKF060;RKF076;RKF178(4.23);RKF186(9.01);RKF220(6.81)
RKF080	sib	
RKF081	deg3	RKC021;RKF068;RKF104(5.64);RKF163(1.25);RKF164(0.16);RKF181(2.85);RKF192(1.58)
RKF081	id	
RKF081	pc	RKF061;RKF180(35.42)
RKF081	sec	RKF056;RKF088(2.20);RKF098(12.34);RKF131(13.05)
RKF081	sib	RKF145(60.56)
RKF082	deg3	RKF012;RKF068;RKF073;RKF146(0.26);RKF149(0.12)
RKF082	id	
RKF082	pc	
RKF082	sec	RKF085(0.07);RKF167(0.14)
RKF082	sib	RKF123(0.04)
RKF083	deg3	RKF221(3.74)
RKF083	id	
RKF083	pc	RKF114(30.25)
RKF083	sec	
RKF083	sib	
RKF085	deg3	RKF068;RKF086(0.01);RKF094(0.16);RKF096(0.59);RKF119(0.04);RKF126(0.25);RKF130(0.31);RKF146(0.61);RKF149(0.16);RKF166(0.14);RKF227(0.49)
RKF085	id	RKF058
RKF085	pc	
RKF085	sec	RKF001;RKF022;RKF060;RKF082;RKF225(0.22)
RKF085	sib	RKF123(0.16);RKF171(0.12)
RKF086	deg3	RKC005;RKF056;RKF085;RKF097(0.43);RKF119(0.09)
RKF086	id	
RKF086	pc	
RKF086	sec	RKF058
RKF086	sib	RKF171(0.15)
RKF087	deg3	RKF050;RKF071
RKF087	id	
RKF087	pc	
RKF087	sec	RKF052;RKF075;RKF173(6.57);RKF175(6.55)
RKF087	sib	RKF172(39.38)
RKF088	deg3	RKC009;RKF056;RKF098(5.45);RKF121(1.38);RKF131(4.02);RKF164(2.93);RKF194(2.90);RKF195(1.59)
RKF088	id	
RKF088	pc	RKC021;RKF128(23.95)
RKF088	sec	RKC008;RKC018;RKF061;RKF081;RKF145(10.50);RKF180(6.75)
RKF088	sib	
RKF089	deg3	
RKF089	id	
RKF089	pc	RKF093(36.84)
RKF089	sec	
RKF089	sib	
RKF090	deg3	
RKF090	id	
RKF090	pc	
RKF090	sec	
RKF090	sib	RKF025;RKF092(6.08);RKF095(15.95)
RKF092	deg3	
RKF092	id	
RKF092	pc	
RKF092	sec	
RKF092	sib	RKF025;RKF090;RKF095(47.48)
RKF093	deg3	RKF111(0.24)
RKF093	id	
RKF093	pc	RKF089
RKF093	sec	RKF075;RKF171(0.24)
RKF093	sib	
RKF094	deg3	RKC010;RKF085
RKF094	id	
RKF094	pc	RKF187(14.45);RKF217(28.71)
RKF094	sec	RKF171(0.03)
RKF094	sib	
RKF095	deg3	
RKF095	id	
RKF095	pc	
RKF095	sec	
RKF095	sib	RKF025;RKF090;RKF092
RKF096	deg3	RKF085;RKF111(0.19);RKF171(0.05);RKF225(0.09)
RKF096	id	
RKF096	pc	
RKF096	sec	
RKF096	sib	
RKF097	deg3	RKF086;RKF123(0.05);RKF128(0.27)
RKF097	id	RKF075
RKF097	pc	
RKF097	sec	
RKF097	sib	
RKF098	deg3	RKF056;RKF088;RKF164(2.97);RKF189(3.16)
RKF098	id	
RKF098	pc	
RKF098	sec	RKF061;RKF081;RKF104(11.04);RKF145(4.37);RKF180(12.55);RKF192(1.09)
RKF098	sib	RKF131(41.77)
RKF099	deg3	RKF010;RKF012;RKF047;RKF162(5.21)
RKF099	id	
RKF099	pc	RKF011;RKF152(20.85)
RKF099	sec	RKF038;RKF042;RKF118(9.86);RKF156(2.62)
RKF099	sib	RKF191(57.90)
RKF100	deg3	RKC020;RKF002;RKF010;RKF015;RKF047;RKF152(3.30);RKF168(3.87);RKF171(0.13);RKF199(0.04);RKF218(0.77)
RKF100	id	
RKF100	pc	RKF012;RKF140(39.89)
RKF100	sec	RKC023;RKF013;RKF014;RKF019;RKF042;RKF144(12.42);RKF209(7.61)
RKF100	sib	RKF016;RKF142(21.31)
RKF103	deg3	RKF024
RKF103	id	
RKF103	pc	RKF107(36.36)
RKF103	sec	RKF058
RKF103	sib	
RKF104	deg3	RKF061;RKF081;RKF145(3.43)
RKF104	id	
RKF104	pc	RKF108(39.58)
RKF104	sec	RKF098;RKF131(0.75)
RKF104	sib	RKF192(42.91)
RKF105	deg3	
RKF105	id	
RKF105	pc	RKF109(40.92);RKF117(39.13)
RKF105	sec	RKF122(16.24);RKF203(8.88)
RKF105	sib	
RKF106	deg3	
RKF106	id	
RKF106	pc	
RKF106	sec	RKF183(19.06)
RKF106	sib	
RKF107	deg3	RKF075
RKF107	id	
RKF107	pc	RKF103
RKF107	sec	
RKF107	sib	
RKF108	deg3	RKF022
RKF108	id	
RKF108	pc	RKF104;RKF192(40.82)
RKF108	sec	RKF171(0.54)
RKF108	sib	
RKF109	deg3	RKF077
RKF109	id	
RKF109	pc	RKF105
RKF109	sec	RKF122(9.60);RKF133(1.21);RKF203(16.59)
RKF109	sib	RKF117(41.47)
RKF110	deg3	RKF121(0.20);RKF225(0.35)
RKF110	id	
RKF110	pc	RKF126(33.72)
RKF110	sec	RKF053;RKF077;RKF124(14.05);RKF196(9.17)
RKF110	sib	
RKF111	deg3	RKF093;RKF096;RKF131(0.20);RKF149(0.16);RKF152(0.00);RKF174(0.27);RKF225(0.01)
RKF111	id	RKF123(0.30)
RKF111	pc	
RKF111	sec	RKF001;RKF056;RKF071;RKF079;RKF114(0.04);RKF128(0.15);RKF166(0.10)
RKF111	sib	RKF167(0.01)
RKF112	deg3	
RKF112	id	
RKF112	pc	
RKF112	sec	RKF065
RKF112	sib	RKF070;RKF125(56.58)
RKF113	deg3	RKF053;RKF075;RKF077;RKF126(1.24);RKF128(1.64)
RKF113	id	
RKF113	pc	RKF116(41.07);RKF225(7.04)
RKF113	sec	RKF121(7.39);RKF194(3.50);RKF195(14.22);RKF196(7.27)
RKF113	sib	
RKF114	deg3	RKF076;RKF178(2.63);RKF186(4.76);RKF221(0.71)
RKF114	id	
RKF114	pc	RKF075;RKF083;RKF193(34.01)
RKF114	sec	RKF060;RKF078;RKF111
RKF114	sib	
RKF115	deg3	
RKF115	id	
RKF115	pc	
RKF115	sec	RKF200(11.34)
RKF115	sib	
RKF116	deg3	
RKF116	id	
RKF116	pc	RKF113
RKF116	sec	
RKF116	sib	
RKF117	deg3	RKF077
RKF117	id	
RKF117	pc	RKF105
RKF117	sec	RKF122(5.86);RKF133(13.40);RKF203(6.47)
RKF117	sib	RKF109
RKF118	deg3	
RKF118	id	
RKF118	pc	RKF152(36.28);RKF162(42.05)
RKF118	sec	RKF042;RKF099;RKF191(7.29)
RKF118	sib	RKF038;RKF156(57.90)
RKF119	deg3	RKC025;RKC044;RKF012;RKF068;RKF071;RKF073;RKF085;RKF086;RKF126(0.29);RKF146(0.02);RKF167(0.01);RKF168(0.11);RKF174(0.56);RKF184(0.42);RKF197(0.19)
RKF119	id	
RKF119	pc	RKF123(0.28)
RKF119	sec	RKF059;RKF128(0.31);RKF212(0.02)
RKF119	sib	
RKF120	deg3	
RKF120	id	
RKF120	pc	RKF015;RKF023
RKF120	sec	
RKF120	sib	
RKF121	deg3	RKF088;RKF110
RKF121	id	
RKF121	pc	RKF196(41.28)
RKF121	sec	RKF053;RKF077;RKF113;RKF124(4.21);RKF126(9.31);RKF128(2.15);RKF225(2.57)
RKF121	sib	RKF194(49.65);RKF195(48.58)
RKF122	deg3	
RKF122	id	
RKF122	pc	RKF055
RKF122	sec	RKF105;RKF109;RKF117;RKF203(3.19)
RKF122	sib	
RKF123	deg3	RKF024;RKF071;RKF073;RKF079;RKF097;RKF126(0.17);RKF205(0.55);RKF211(0.61);RKF225(0.02);RKO001(0.28)
RKF123	id	RKF111;RKF167(0.71)
RKF123	pc	RKF119
RKF123	sec	RKF017;RKF035;RKF059;RKF064;RKF128(0.00);RKF168(0.51);RKF187(0.45);RKF204(0.34)
RKF123	sib	RKF082;RKF085
RKF124	deg3	RKF225(0.83)
RKF124	id	
RKF124	pc	RKF077
RKF124	sec	RKF110;RKF121;RKF194(8.67);RKF195(9.28)
RKF124	sib	RKF053;RKF126(44.02);RKF196(72.37)
RKF125	deg3	RKF022
RKF125	id	
RKF125	pc	
RKF125	sec	RKF001;RKF065
RKF125	sib	RKF070;RKF112
RKF126	deg3	RKF085;RKF113;RKF119;RKF123;RKF195(1.25)
RKF126	id	
RKF126	pc	RKF077;RKF110
RKF126	sec	RKF121;RKF194(7.86)
RKF126	sib	RKF053;RKF124;RKF196(50.95)
RKF127	deg3	RKF015;RKF016;RKF047;RKF142(0.96);RKF209(0.67)
RKF127	id	
RKF127	pc	RKF218(41.16)
RKF127	sec	RKF010;RKF013;RKF019;RKF020;RKF028;RKF042;RKF184(10.77);RKF198(4.70)
RKF127	sib	
RKF128	deg3	RKC008;RKC018;RKF073;RKF097;RKF113;RKF130(0.16);RKF152(0.07);RKF168(0.59);RKF214(0.16)
RKF128	id	
RKF128	pc	RKF088
RKF128	sec	RKC021;RKF111;RKF119;RKF121;RKF123;RKF194(5.07);RKF195(8.41)
RKF128	sib	RKF075
RKF129	deg3	RKF077;RKF182(4.67)
RKF129	id	
RKF129	pc	RKF067;RKF201(43.24)
RKF129	sec	RKF062;RKF176(10.04)
RKF129	sib	
RKF130	deg3	RKF085;RKF128;RKF171(0.02)
RKF130	id	
RKF130	pc	
RKF130	sec	
RKF130	sib	RKF058
RKF131	deg3	RKF056;RKF088;RKF111;RKF164(5.09)
RKF131	id	
RKF131	pc	
RKF131	sec	RKF061;RKF081;RKF104;RKF145(3.75);RKF180(8.50);RKF192(5.82)
RKF131	sib	RKF098
RKF133	deg3	RKF203(3.10)
RKF133	id	
RKF133	pc	
RKF133	sec	RKF109;RKF117
RKF133	sib	
RKF135	deg3	RKC033;RKC047
RKF135	id	
RKF135	pc	
RKF135	sec	
RKF135	sib	
RKF136	deg3	RKC016
RKF136	id	
RKF136	pc	
RKF136	sec	RKF073;RKF079;RKF147(18.01);RKF148(0.29);RKF207(17.95);RKF226(13.74)
RKF136	sib	RKF064
RKF137	deg3	
RKF137	id	
RKF137	pc	RKF022
RKF137	sec	
RKF137	sib	
RKF139	deg3	RKF033;RKF034;RKF036;RKF046;RKF158(0.46);RKF170(5.06);RKF210(0.62);RKF219(5.34)
RKF139	id	
RKF139	pc	RKF004;RKF157(42.48)
RKF139	sec	RKF029;RKF031;RKF040;RKF141(12.43);RKF213(9.81)
RKF139	sib	
RKF140	deg3	
RKF140	id	
RKF140	pc	RKF014;RKF016;RKF100;RKF142(41.05);RKF209(41.02)
RKF140	sec	RKC020;RKC023;RKF002;RKF168(5.94);RKF199(11.95)
RKF140	sib	
RKF141	deg3	RKF042;RKF047;RKF158(3.98)
RKF141	id	
RKF141	pc	
RKF141	sec	RKF032;RKF033;RKF034;RKF036;RKF041;RKF046;RKF139;RKF155(9.49);RKF170(2.54);RKF210(9.72);RKF219(13.90)
RKF141	sib	RKF029;RKF031;RKF040;RKF157(91.26);RKF213(68.67)
RKF142	deg3	RKF013;RKF019;RKF020;RKF037;RKF038;RKF127;RKF156(3.74);RKF160(5.14);RKF184(0.05);RKF191(1.01);RKF198(2.81)
RKF142	id	
RKF142	pc	RKC020;RKC023;RKF002;RKF042;RKF140;RKF168(29.75);RKF199(32.24)
RKF142	sec	RKF010;RKF012;RKF014;RKF047;RKF152(0.88);RKF218(8.16)
RKF142	sib	RKF016;RKF100;RKF209(46.71)
RKF143	deg3	
RKF143	id	
RKF143	pc	RKF033;RKF034;RKF170(42.94)
RKF143	sec	
RKF143	sib	
RKF144	deg3	RKF015
RKF144	id	
RKF144	pc	RKF012
RKF144	sec	RKF013;RKF019;RKF100
RKF144	sib	
RKF145	deg3	RKC021;RKF068;RKF104;RKF163(4.14);RKF181(5.15);RKF182(2.00)
RKF145	id	
RKF145	pc	RKF061;RKF180(39.36)
RKF145	sec	RKF056;RKF088;RKF098;RKF131;RKF164(6.77)
RKF145	sib	RKF081
RKF146	deg3	RKF022;RKF082;RKF085;RKF119;RKF166(0.21)
RKF146	id	
RKF146	pc	
RKF146	sec	RKF058;RKF075
RKF146	sib	
RKF147	deg3	RKF164(5.40)
RKF147	id	
RKF147	pc	RKF064;RKF148(41.76);RKF207(42.20)
RKF147	sec	RKF079;RKF136;RKF182(10.27);RKF185(9.77)
RKF147	sib	RKF073;RKF226(85.33)
RKF148	deg3	RKF068;RKF079;RKF163(6.22);RKF181(4.76)
RKF148	id	
RKF148	pc	RKF073;RKF147;RKF182(43.91);RKF185(43.77);RKF226(38.99)
RKF148	sec	RKF064;RKF136
RKF148	sib	RKF164(23.43)
RKF149	deg3	RKF022;RKF024;RKF082;RKF085;RKF111
RKF149	id	
RKF149	pc	RKF075
RKF149	sec	RKF171(0.21)
RKF149	sib	
RKF150	deg3	RKC011;RKC043
RKF150	id	
RKF150	pc	
RKF150	sec	RKC044
RKF150	sib	
RKF151	deg3	
RKF151	id	
RKF151	pc	RKF158(42.39);RKF221(38.68)
RKF151	sec	
RKF151	sib	
RKF152	deg3	RKF002;RKF013;RKF016;RKF019;RKF037;RKF100;RKF111;RKF128;RKF160(2.39);RKF198(1.02);RKF199(0.68);RKF218(0.58)
RKF152	id	
RKF152	pc	RKF038;RKF042;RKF099;RKF118;RKF156(37.71);RKF191(34.12)
RKF152	sec	RKF010;RKF012;RKF047;RKF142;RKF162(12.51);RKF209(2.71)
RKF152	sib	
RKF153	deg3	
RKF153	id	
RKF153	pc	RKF036;RKF155(41.01);RKF219(35.11)
RKF153	sec	RKF158(1.62)
RKF153	sib	
RKF155	deg3	RKF032;RKF033;RKF034;RKF041;RKF046;RKF170(3.15);RKF210(3.34)
RKF155	id	
RKF155	pc	RKF031;RKF153
RKF155	sec	RKF029;RKF040;RKF141;RKF157(9.05);RKF158(4.48);RKF213(7.93)
RKF155	sib	RKF036;RKF219(62.32)
RKF156	deg3	RKF010;RKF012;RKF016;RKF047;RKF142;RKF209(5.43);RKF218(3.08)
RKF156	id	
RKF156	pc	RKF152
RKF156	sec	RKF042;RKF099;RKF162(7.32);RKF191(8.00)
RKF156	sib	RKF038;RKF118
RKF157	deg3	RKF042;RKF047;RKF158(2.61);RKF160(0.81)
RKF157	id	
RKF157	pc	RKF139
RKF157	sec	RKF032;RKF033;RKF034;RKF036;RKF041;RKF046;RKF155;RKF170(10.15);RKF210(10.55);RKF219(10.16)
RKF157	sib	RKF029;RKF031;RKF040;RKF141;RKF213(89.84)
RKF158	deg3	RKF029;RKF033;RKF040;RKF139;RKF141;RKF157;RKF210(2.01);RKF213(1.30)
RKF158	id	
RKF158	pc	RKF151;RKF219(36.61)
RKF158	sec	RKF031;RKF036;RKF153;RKF155;RKF221(6.14)
RKF158	sib	
RKF160	deg3	RKF002;RKF010;RKF012;RKF016;RKF029;RKF142;RKF152;RKF157;RKF209(5.13);RKF218(3.66)
RKF160	id	
RKF160	pc	RKF047;RKF211(42.89)
RKF160	sec	RKF042
RKF160	sib	RKF037
RKF161	deg3	RKF075
RKF161	id	
RKF161	pc	
RKF161	sec	
RKF161	sib	
RKF162	deg3	RKF042;RKF075;RKF099;RKF191(2.64)
RKF162	id	
RKF162	pc	RKF005;RKF118
RKF162	sec	RKF038;RKF152;RKF156
RKF162	sib	
RKF163	deg3	RKF056;RKF058;RKF068;RKF081;RKF145;RKF148
RKF163	id	
RKF163	pc	RKF164(42.63)
RKF163	sec	RKF180(11.55);RKF185(5.26)
RKF163	sib	RKF181(45.34)
RKF164	deg3	RKF073;RKF081;RKF088;RKF098;RKF131;RKF147;RKF182(6.12);RKF226(6.51)
RKF164	id	
RKF164	pc	RKF163;RKF180(36.70);RKF181(43.38);RKF185(39.44)
RKF164	sec	RKF056;RKF068;RKF145
RKF164	sib	RKF148
RKF166	deg3	RKF058;RKF085;RKF146;RKF171(0.02)
RKF166	id	
RKF166	pc	
RKF166	sec	RKF111
RKF166	sib	
RKF167	deg3	RKC025;RKF009;RKF045;RKF064;RKF119;RKF168(0.37);RKF204(0.74);RKF205(0.77);RKO001(0.58)
RKF167	id	RKF123
RKF167	pc	
RKF167	sec	RKF002;RKF082;RKF199(6.59)
RKF167	sib	RKF111
RKF168	deg3	RKF001;RKF010;RKF012;RKF014;RKF047;RKF100;RKF119;RKF128;RKF167;RKF171(0.02);RKF218(0.14);RKF225(0.15)
RKF168	id	
RKF168	pc	RKF142
RKF168	sec	RKC020;RKC023;RKF016;RKF042;RKF123;RKF140;RKF209(4.68)
RKF168	sib	RKF002;RKF199(20.92)
RKF170	deg3	RKF032;RKF036;RKF041;RKF046;RKF139;RKF155;RKF219(3.16)
RKF170	id	
RKF170	pc	RKF143;RKF213(40.69)
RKF170	sec	RKF029;RKF031;RKF040;RKF141;RKF157;RKF210(6.24)
RKF170	sib	RKF033;RKF034
RKF171	deg3	RKC005;RKC021;RKF011;RKF012;RKF027;RKF050;RKF071;RKF074;RKF096;RKF100;RKF130;RKF166;RKF168;RKF172(0.25);RKF174(0.10);RKF211(0.16);RKO003(0.25);RKO004(0.13)
RKF171	id	RKF001
RKF171	pc	RKF225(0.10)
RKF171	sec	RKC008;RKC034;RKF024;RKF025;RKF048;RKF049;RKF056;RKF093;RKF094;RKF108;RKF149;RKF180(0.03);RKF204(0.07);RKF212(0.35);RKF227(0.11)
RKF171	sib	RKF085;RKF086
RKF172	deg3	RKF171
RKF172	id	
RKF172	pc	RKF052;RKF173(36.20);RKF175(40.28)
RKF172	sec	RKF050;RKF071
RKF172	sib	RKF087
RKF173	deg3	RKF050
RKF173	id	
RKF173	pc	RKF172
RKF173	sec	RKF087;RKF175(13.15)
RKF173	sib	RKF052
RKF174	deg3	RKF075;RKF111;RKF119;RKF171
RKF174	id	
RKF174	pc	RKF062;RKF176(42.14)
RKF174	sec	
RKF174	sib	
RKF175	deg3	RKF071
RKF175	id	
RKF175	pc	RKF050;RKF059;RKF172
RKF175	sec	RKF052;RKF087;RKF173
RKF175	sib	
RKF176	deg3	RKF201(2.74)
RKF176	id	
RKF176	pc	RKF174
RKF176	sec	RKF067;RKF129
RKF176	sib	RKF062
RKF178	deg3	RKF114;RKF220(1.77)
RKF178	id	
RKF178	pc	RKF076
RKF178	sec	RKF080;RKF193(5.13)
RKF178	sib	RKF058;RKF060;RKF186(45.93)
RKF179	deg3	
RKF179	id	
RKF179	pc	RKF201(39.24)
RKF179	sec	
RKF179	sib	
RKF180	deg3	RKC021
RKF180	id	
RKF180	pc	RKF056;RKF081;RKF145;RKF164
RKF180	sec	RKF068;RKF088;RKF098;RKF131;RKF163;RKF171;RKF181(13.89);RKF182(4.31)
RKF180	sib	
RKF181	deg3	RKF056;RKF068;RKF081;RKF145;RKF148
RKF181	id	
RKF181	pc	RKF164
RKF181	sec	RKF180;RKF185(5.10)
RKF181	sib	RKF163
RKF182	deg3	RKF064;RKF077;RKF129;RKF145;RKF164;RKF196(0.65);RKF201(1.17)
RKF182	id	
RKF182	pc	RKF148
RKF182	sec	RKF073;RKF147;RKF180;RKF226(6.26)
RKF182	sib	
RKF183	deg3	
RKF183	id	
RKF183	pc	
RKF183	sec	RKF106
RKF183	sib	
RKF184	deg3	RKF012;RKF016;RKF047;RKF119;RKF142
RKF184	id	
RKF184	pc	RKF018;RKF218(39.81)
RKF184	sec	RKF010;RKF028;RKF042;RKF127;RKF198(4.70)
RKF184	sib	RKF020
RKF185	deg3	RKF064
RKF185	id	
RKF185	pc	RKF148;RKF164
RKF185	sec	RKF068;RKF073;RKF147;RKF163;RKF181;RKF226(12.31)
RKF185	sib	
RKF186	deg3	RKF114;RKF220(5.13)
RKF186	id	
RKF186	pc	RKF076
RKF186	sec	RKF080;RKF193(3.68)
RKF186	sib	RKF060;RKF178
RKF187	deg3	RKC025;RKC027
RKF187	id	
RKF187	pc	RKF094
RKF187	sec	RKC010;RKF123;RKF225(0.95)
RKF187	sib	
RKF189	deg3	RKF098
RKF189	id	
RKF189	pc	
RKF189	sec	
RKF189	sib	
RKF190	deg3	RKF058
RKF190	id	
RKF190	pc	RKF198(41.36)
RKF190	sec	
RKF190	sib	
RKF191	deg3	RKF010;RKF012;RKF047;RKF142;RKF162;RKF209(1.84);RKF218(0.68)
RKF191	id	
RKF191	pc	RKF011;RKF152
RKF191	sec	RKF038;RKF042;RKF118;RKF156
RKF191	sib	RKF099
RKF192	deg3	RKF081
RKF192	id	
RKF192	pc	RKF108
RKF192	sec	RKF098;RKF131
RKF192	sib	RKF104
RKF193	deg3	RKF080
RKF193	id	
RKF193	pc	RKF060;RKF078;RKF114
RKF193	sec	RKF076;RKF178;RKF186
RKF193	sib	
RKF194	deg3	RKF088
RKF194	id	
RKF194	pc	RKF196(42.58)
RKF194	sec	RKF053;RKF077;RKF113;RKF124;RKF126;RKF128;RKF225(4.98)
RKF194	sib	RKF121;RKF195(54.10)
RKF195	deg3	RKF077;RKF088;RKF126
RKF195	id	
RKF195	pc	RKF196(41.17);RKF225(9.63)
RKF195	sec	RKF053;RKF113;RKF124;RKF128
RKF195	sib	RKF121;RKF194
RKF196	deg3	RKF182
RKF196	id	
RKF196	pc	RKF077;RKF121;RKF194;RKF195;RKF225(5.22)
RKF196	sec	RKF110;RKF113
RKF196	sib	RKF053;RKF124;RKF126
RKF197	deg3	RKF058;RKF119
RKF197	id	
RKF197	pc	
RKF197	sec	
RKF197	sib	
RKF198	deg3	RKF012;RKF016;RKF047;RKF142;RKF152;RKF209(1.14)
RKF198	id	
RKF198	pc	RKF190;RKF218(42.66)
RKF198	sec	RKF010;RKF020;RKF028;RKF042;RKF127;RKF184
RKF198	sib	
RKF199	deg3	RKF010;RKF012;RKF014;RKF100;RKF152
RKF199	id	
RKF199	pc	RKF142
RKF199	sec	RKC020;RKC023;RKF016;RKF042;RKF140;RKF167;RKF209(8.26)
RKF199	sib	RKF002;RKF168
RKF200	deg3	
RKF200	id	
RKF200	pc	
RKF200	sec	RKF115
RKF200	sib	
RKF201	deg3	RKF062;RKF176;RKF182
RKF201	id	
RKF201	pc	RKF129;RKF179
RKF201	sec	RKF067
RKF201	sib	
RKF203	deg3	RKF075;RKF133
RKF203	id	
RKF203	pc	
RKF203	sec	RKF105;RKF109;RKF117;RKF122
RKF203	sib	
RKF204	deg3	RKF167;RKF225(0.15)
RKF204	id	
RKF204	pc	
RKF204	sec	RKF123;RKF171
RKF204	sib	
RKF205	deg3	RKF123;RKF167;RKF225(0.56)
RKF205	id	
RKF205	pc	
RKF205	sec	RKF058
RKF205	sib	
RKF207	deg3	
RKF207	id	
RKF207	pc	RKF073;RKF147;RKF226(37.72)
RKF207	sec	RKF064;RKF136
RKF207	sib	
RKF209	deg3	RKF012;RKF013;RKF037;RKF038;RKF127;RKF156;RKF160;RKF191;RKF198
RKF209	id	
RKF209	pc	RKF042;RKF140
RKF209	sec	RKC020;RKC023;RKF002;RKF010;RKF014;RKF047;RKF100;RKF152;RKF168;RKF199;RKF218(1.22)
RKF209	sib	RKF016;RKF142
RKF210	deg3	RKF032;RKF041;RKF046;RKF047;RKF139;RKF155;RKF158;RKF219(4.28)
RKF210	id	
RKF210	pc	RKF213(41.84)
RKF210	sec	RKF029;RKF031;RKF033;RKF034;RKF036;RKF040;RKF141;RKF157;RKF170
RKF210	sib	
RKF211	deg3	RKF123;RKF171
RKF211	id	
RKF211	pc	RKF037;RKF160
RKF211	sec	
RKF211	sib	
RKF212	deg3	
RKF212	id	
RKF212	pc	RKF032;RKF041
RKF212	sec	RKF119;RKF171
RKF212	sib	
RKF213	deg3	RKF042;RKF047;RKF158
RKF213	id	
RKF213	pc	RKF033;RKF034;RKF170;RKF210
RKF213	sec	RKF032;RKF036;RKF041;RKF046;RKF139;RKF155;RKF219(9.16)
RKF213	sib	RKF029;RKF031;RKF040;RKF141;RKF157
RKF214	deg3	RKF059;RKF128
RKF214	id	
RKF214	pc	
RKF214	sec	
RKF214	sib	
RKF215	deg3	
RKF215	id	RKF030
RKF215	pc	
RKF215	sec	
RKF215	sib	
RKF216	deg3	RKF001
RKF216	id	
RKF216	pc	
RKF216	sec	
RKF216	sib	
RKF217	deg3	
RKF217	id	
RKF217	pc	RKF094
RKF217	sec	
RKF217	sib	
RKF218	deg3	RKC020;RKF002;RKF013;RKF023;RKF037;RKF038;RKF100;RKF152;RKF156;RKF160;RKF168;RKF191
RKF218	id	
RKF218	pc	RKF020;RKF028;RKF042;RKF127;RKF184;RKF198
RKF218	sec	RKF012;RKF016;RKF047;RKF142;RKF209
RKF218	sib	RKF010
RKF219	deg3	RKF032;RKF033;RKF034;RKF058;RKF139;RKF170;RKF210
RKF219	id	
RKF219	pc	RKF031;RKF153;RKF158
RKF219	sec	RKF029;RKF040;RKF141;RKF157;RKF213
RKF219	sib	RKF036;RKF155
RKF220	deg3	RKF060;RKF076;RKF178;RKF186
RKF220	id	
RKF220	pc	
RKF220	sec	RKF080
RKF220	sib	
RKF221	deg3	RKF083;RKF114
RKF221	id	
RKF221	pc	RKF151
RKF221	sec	RKF158
RKF221	sib	
RKF224	deg3	RKF075
RKF224	id	
RKF224	pc	
RKF224	sec	
RKF224	sib	
RKF225	deg3	RKF012;RKF017;RKF035;RKF053;RKF059;RKF077;RKF096;RKF110;RKF111;RKF123;RKF124;RKF168;RKF204;RKF205
RKF225	id	
RKF225	pc	RKF113;RKF171;RKF195;RKF196
RKF225	sec	RKF085;RKF121;RKF187;RKF194
RKF225	sib	
RKF226	deg3	RKF079;RKF164
RKF226	id	
RKF226	pc	RKF148;RKF207
RKF226	sec	RKF064;RKF136;RKF182;RKF185
RKF226	sib	RKF073;RKF147
RKF227	deg3	RKF075;RKF085
RKF227	id	
RKF227	pc	RKF074
RKF227	sec	RKF171
RKF227	sib	
RKO001	deg3	RKF123;RKF167
RKO001	id	
RKO001	pc	
RKO001	sec	
RKO001	sib	
RKO003	deg3	RKF171
RKO003	id	
RKO003	pc	
RKO003	sec	
RKO003	sib	
RKO004	deg3	RKF022;RKF171
RKO004	id	
RKO004	pc	
RKO004	sec	RKF058
RKO004	sib	
